GEO_ID,NAME,S1501_C02_015E,DP03_0009PE,S1701_C03_001E
id,Geographic Area Name,talent index,Unemployment,poverty
1400000US17031750600,"Census Tract 7506, Cook County, Illinois",18.8,12.4,36.9
1400000US17031760801,"Census Tract 7608.01, Cook County, Illinois",53.4,6.9,10.8
1400000US17031760802,"Census Tract 7608.02, Cook County, Illinois",34.4,5.8,12.9
1400000US17031760803,"Census Tract 7608.03, Cook County, Illinois",26.8,7.8,15
1400000US17031770201,"Census Tract 7702.01, Cook County, Illinois",39.7,3.9,6.2
1400000US17031770202,"Census Tract 7702.02, Cook County, Illinois",27.5,6.7,4.2
1400000US17031770300,"Census Tract 7703, Cook County, Illinois",27.8,4.8,2.3
1400000US17031770400,"Census Tract 7704, Cook County, Illinois",24.2,4.6,6.7
1400000US17031770500,"Census Tract 7705, Cook County, Illinois",5.8,4.6,30.4
1400000US17031770601,"Census Tract 7706.01, Cook County, Illinois",34,3.7,10.2
1400000US17031770602,"Census Tract 7706.02, Cook County, Illinois",22.9,8.5,18.7
1400000US17031770700,"Census Tract 7707, Cook County, Illinois",27.7,4.4,10.8
1400000US17031770800,"Census Tract 7708, Cook County, Illinois",15.4,3.5,7
1400000US17031770901,"Census Tract 7709.01, Cook County, Illinois",28,4.4,9.6
1400000US17031770902,"Census Tract 7709.02, Cook County, Illinois",24.5,4,4.7
1400000US17031800100,"Census Tract 8001, Cook County, Illinois",87,1.2,2.2
1400000US17031800200,"Census Tract 8002, Cook County, Illinois",86.2,1.8,2.4
1400000US17031800300,"Census Tract 8003, Cook County, Illinois",86.8,1.2,3.2
1400000US17031800400,"Census Tract 8004, Cook County, Illinois",91.6,1.6,2.9
1400000US17031800500,"Census Tract 8005, Cook County, Illinois",91.1,3.9,2.6
1400000US17031800600,"Census Tract 8006, Cook County, Illinois",91,7.7,4.3
1400000US17031800700,"Census Tract 8007, Cook County, Illinois",82.5,4.4,1.6
1400000US17031800800,"Census Tract 8008, Cook County, Illinois",70.3,0.7,5.6
1400000US17031800900,"Census Tract 8009, Cook County, Illinois",73.4,4.3,3.5
1400000US17031801000,"Census Tract 8010, Cook County, Illinois",76.7,5.3,5.7
1400000US17031801100,"Census Tract 8011, Cook County, Illinois",85.5,2.3,1.3
1400000US17031801200,"Census Tract 8012, Cook County, Illinois",89.4,7.3,3.1
1400000US17031801300,"Census Tract 8013, Cook County, Illinois",84.5,4,4
1400000US17031801400,"Census Tract 8014, Cook County, Illinois",71.7,1.5,3.4
1400000US17031801500,"Census Tract 8015, Cook County, Illinois",62.6,4.1,2.6
1400000US17031801601,"Census Tract 8016.01, Cook County, Illinois",66.5,4.2,5.2
1400000US17031801603,"Census Tract 8016.03, Cook County, Illinois",45.5,3.3,19.3
1400000US17031801605,"Census Tract 8016.05, Cook County, Illinois",70.9,2,1.1
1400000US17031801606,"Census Tract 8016.06, Cook County, Illinois",67,2.3,5.6
1400000US17031801607,"Census Tract 8016.07, Cook County, Illinois",65.7,3,7.1
1400000US17031801608,"Census Tract 8016.08, Cook County, Illinois",68.6,4.2,2.3
1400000US17031801701,"Census Tract 8017.01, Cook County, Illinois",77.3,2.8,1.2
1400000US17031801702,"Census Tract 8017.02, Cook County, Illinois",74.1,3.6,2.2
1400000US17031801800,"Census Tract 8018, Cook County, Illinois",74.9,4.5,6.7
1400000US17031801901,"Census Tract 8019.01, Cook County, Illinois",58.4,4.3,6.7
1400000US17031801902,"Census Tract 8019.02, Cook County, Illinois",69.7,2.6,1.8
1400000US17031802002,"Census Tract 8020.02, Cook County, Illinois",52.3,2,2.5
1400000US17031802003,"Census Tract 8020.03, Cook County, Illinois",59.5,5.1,3.2
1400000US17031802004,"Census Tract 8020.04, Cook County, Illinois",40.1,4.7,16.7
1400000US17031802100,"Census Tract 8021, Cook County, Illinois",77.7,6.6,5
1400000US17031802200,"Census Tract 8022, Cook County, Illinois",72.7,4.9,2.3
1400000US17031802300,"Census Tract 8023, Cook County, Illinois",78.2,2.2,5.6
1400000US17031802402,"Census Tract 8024.02, Cook County, Illinois",34.2,4.2,19.5
1400000US17031802403,"Census Tract 8024.03, Cook County, Illinois",55.8,3.2,4.4
1400000US17031802404,"Census Tract 8024.04, Cook County, Illinois",31.1,2,15
1400000US17031802503,"Census Tract 8025.03, Cook County, Illinois",49,8.3,12.5
1400000US17031802504,"Census Tract 8025.04, Cook County, Illinois",27.6,3,6
1400000US17031802505,"Census Tract 8025.05, Cook County, Illinois",36.9,4.3,20
1400000US17031802506,"Census Tract 8025.06, Cook County, Illinois",30.4,2.3,9.7
1400000US17031802605,"Census Tract 8026.05, Cook County, Illinois",48.6,3.3,3.4
1400000US17031802607,"Census Tract 8026.07, Cook County, Illinois",44.6,0.7,2.5
1400000US17031802608,"Census Tract 8026.08, Cook County, Illinois",43.2,1.9,6.3
1400000US17031802609,"Census Tract 8026.09, Cook County, Illinois",29,1.3,8.1
1400000US17031802610,"Census Tract 8026.10, Cook County, Illinois",38.8,1.9,1.4
1400000US17031802701,"Census Tract 8027.01, Cook County, Illinois",34.8,3.2,6.2
1400000US17031802702,"Census Tract 8027.02, Cook County, Illinois",46.4,3.9,7.2
1400000US17031802801,"Census Tract 8028.01, Cook County, Illinois",57.6,5.6,3.1
1400000US17031802802,"Census Tract 8028.02, Cook County, Illinois",44.2,3.2,5.1
1400000US17031802900,"Census Tract 8029, Cook County, Illinois",69.1,2.3,2.6
1400000US17031803005,"Census Tract 8030.05, Cook County, Illinois",50.8,5.6,6.4
1400000US17031803007,"Census Tract 8030.07, Cook County, Illinois",57.3,3.8,1.3
1400000US17031803008,"Census Tract 8030.08, Cook County, Illinois",59.5,1.9,2.6
1400000US17031803010,"Census Tract 8030.10, Cook County, Illinois",53.6,3.9,4.3
1400000US17031803012,"Census Tract 8030.12, Cook County, Illinois",58.6,7.7,3.7
1400000US17031803013,"Census Tract 8030.13, Cook County, Illinois",56.7,3.2,4.5
1400000US17031803014,"Census Tract 8030.14, Cook County, Illinois",44,5.9,7.7
1400000US17031803015,"Census Tract 8030.15, Cook County, Illinois",56.5,3.7,4.1
1400000US17031803016,"Census Tract 8030.16, Cook County, Illinois",74.9,3.2,2
1400000US17031803017,"Census Tract 8030.17, Cook County, Illinois",57.2,0.9,3.9
1400000US17031803100,"Census Tract 8031, Cook County, Illinois",61.2,1.7,3.3
1400000US17031803200,"Census Tract 8032, Cook County, Illinois",50.1,5.2,2.1
1400000US17031803300,"Census Tract 8033, Cook County, Illinois",61.8,3.3,6.6
1400000US17031803400,"Census Tract 8034, Cook County, Illinois",65.8,2.2,2.9
1400000US17031803500,"Census Tract 8035, Cook County, Illinois",59.5,4.8,8.2
1400000US17031803603,"Census Tract 8036.03, Cook County, Illinois",64,1.3,2.3
1400000US17031803604,"Census Tract 8036.04, Cook County, Illinois",51.9,3.3,4.2
1400000US17031803605,"Census Tract 8036.05, Cook County, Illinois",50.6,5,9.8
1400000US17031803606,"Census Tract 8036.06, Cook County, Illinois",16.8,5,19.1
1400000US17031803607,"Census Tract 8036.07, Cook County, Illinois",56.1,4.2,1.9
1400000US17031803608,"Census Tract 8036.08, Cook County, Illinois",50.4,4.4,13
1400000US17031803610,"Census Tract 8036.10, Cook County, Illinois",55.7,2.4,12.7
1400000US17031803611,"Census Tract 8036.11, Cook County, Illinois",33.1,4,11.2
1400000US17031803612,"Census Tract 8036.12, Cook County, Illinois",32,2.9,29.1
1400000US17031803701,"Census Tract 8037.01, Cook County, Illinois",53.4,3.3,8.8
1400000US17031803702,"Census Tract 8037.02, Cook County, Illinois",61.1,5.8,4.4
1400000US17031803800,"Census Tract 8038, Cook County, Illinois",45.7,2.9,4.7
1400000US17031803901,"Census Tract 8039.01, Cook County, Illinois",46.8,6.5,7.9
1400000US17031803902,"Census Tract 8039.02, Cook County, Illinois",36.7,1.9,4.2
1400000US17031804000,"Census Tract 8040, Cook County, Illinois",32.7,4.5,4.7
1400000US17031804102,"Census Tract 8041.02, Cook County, Illinois",65.4,2.5,1.5
1400000US17031804104,"Census Tract 8041.04, Cook County, Illinois",62.3,4,1.9
1400000US17031804105,"Census Tract 8041.05, Cook County, Illinois",62,1.4,2.7
1400000US17031804106,"Census Tract 8041.06, Cook County, Illinois",59.4,4.2,3.1
1400000US17031804108,"Census Tract 8041.08, Cook County, Illinois",69.7,6,8.3
1400000US17031804109,"Census Tract 8041.09, Cook County, Illinois",49.5,1.9,6.3
1400000US17031804201,"Census Tract 8042.01, Cook County, Illinois",69.5,3.7,6.2
1400000US17031804202,"Census Tract 8042.02, Cook County, Illinois",63.6,0.8,3.7
1400000US17031804305,"Census Tract 8043.05, Cook County, Illinois",24.4,5.1,3.1
1400000US17031804306,"Census Tract 8043.06, Cook County, Illinois",14.4,6.6,9.1
1400000US17031804308,"Census Tract 8043.08, Cook County, Illinois",30.9,5.6,6.5
1400000US17031804309,"Census Tract 8043.09, Cook County, Illinois",19.6,8.2,7.3
1400000US17031804310,"Census Tract 8043.10, Cook County, Illinois",36.1,5.3,3.8
1400000US17031804311,"Census Tract 8043.11, Cook County, Illinois",44.1,1.9,4.5
1400000US17031804403,"Census Tract 8044.03, Cook County, Illinois",34,4.8,13.7
1400000US17031804404,"Census Tract 8044.04, Cook County, Illinois",20.8,6.9,7.2
1400000US17031804405,"Census Tract 8044.05, Cook County, Illinois",18.3,4.3,11.8
1400000US17031804406,"Census Tract 8044.06, Cook County, Illinois",20.6,4.5,8.7
1400000US17031804505,"Census Tract 8045.05, Cook County, Illinois",30.3,4.7,11.7
1400000US17031804506,"Census Tract 8045.06, Cook County, Illinois",44.9,1.1,1.2
1400000US17031804507,"Census Tract 8045.07, Cook County, Illinois",47.4,4.7,3.2
1400000US17031804508,"Census Tract 8045.08, Cook County, Illinois",19.9,9.9,26.6
1400000US17031804509,"Census Tract 8045.09, Cook County, Illinois",18.8,4.8,6.6
1400000US17031804510,"Census Tract 8045.10, Cook County, Illinois",7.1,8.1,14.3
1400000US17031804511,"Census Tract 8045.11, Cook County, Illinois",21.1,1.2,19.4
1400000US17031804603,"Census Tract 8046.03, Cook County, Illinois",44.5,2.3,6.5
1400000US17031804606,"Census Tract 8046.06, Cook County, Illinois",43,2.4,1.4
1400000US17031804607,"Census Tract 8046.07, Cook County, Illinois",40.7,4.1,3.9
1400000US17031804608,"Census Tract 8046.08, Cook County, Illinois",50.6,5.4,6.4
1400000US17031804609,"Census Tract 8046.09, Cook County, Illinois",57.2,3.5,3.2
1400000US17031804610,"Census Tract 8046.10, Cook County, Illinois",48,3.8,8.5
1400000US17031804611,"Census Tract 8046.11, Cook County, Illinois",49.6,3.9,2.1
1400000US17031804701,"Census Tract 8047.01, Cook County, Illinois",49.1,8.3,7.9
1400000US17031804705,"Census Tract 8047.05, Cook County, Illinois",44.5,5.4,7.2
1400000US17031804706,"Census Tract 8047.06, Cook County, Illinois",45,3.8,2.2
1400000US17031804709,"Census Tract 8047.09, Cook County, Illinois",34.1,3.5,6.8
1400000US17031804710,"Census Tract 8047.10, Cook County, Illinois",39.9,2.8,1.9
1400000US17031804711,"Census Tract 8047.11, Cook County, Illinois",49.5,5,10.2
1400000US17031804712,"Census Tract 8047.12, Cook County, Illinois",42.8,4,4
1400000US17031804713,"Census Tract 8047.13, Cook County, Illinois",63.9,2.3,7.3
1400000US17031804714,"Census Tract 8047.14, Cook County, Illinois",41,7.6,6.4
1400000US17031804715,"Census Tract 8047.15, Cook County, Illinois",27.4,4.9,11.6
1400000US17031804716,"Census Tract 8047.16, Cook County, Illinois",46.5,7,4.4
1400000US17031804803,"Census Tract 8048.03, Cook County, Illinois",42.1,3.8,0.5
1400000US17031804804,"Census Tract 8048.04, Cook County, Illinois",41.2,5.4,7.6
1400000US17031804805,"Census Tract 8048.05, Cook County, Illinois",39.8,1.6,3.6
1400000US17031804806,"Census Tract 8048.06, Cook County, Illinois",19.7,4,6.6
1400000US17031804807,"Census Tract 8048.07, Cook County, Illinois",26.1,1.7,4.3
1400000US17031804808,"Census Tract 8048.08, Cook County, Illinois",40.3,4.3,6.4
1400000US17031804809,"Census Tract 8048.09, Cook County, Illinois",46.8,2.7,4
1400000US17031804810,"Census Tract 8048.10, Cook County, Illinois",39.7,5.6,12
1400000US17031804901,"Census Tract 8049.01, Cook County, Illinois",57.3,1.6,4.2
1400000US17031804902,"Census Tract 8049.02, Cook County, Illinois",46.3,5.8,6.8
1400000US17031805001,"Census Tract 8050.01, Cook County, Illinois",55,3.3,2.9
1400000US17031805002,"Census Tract 8050.02, Cook County, Illinois",38.4,5.8,7.1
1400000US17031805105,"Census Tract 8051.05, Cook County, Illinois",30.9,5.2,8.1
1400000US17031805106,"Census Tract 8051.06, Cook County, Illinois",50.7,3.8,9.9
1400000US17031805107,"Census Tract 8051.07, Cook County, Illinois",29.7,4.9,8.5
1400000US17031805108,"Census Tract 8051.08, Cook County, Illinois",39.6,4.7,5.3
1400000US17031805109,"Census Tract 8051.09, Cook County, Illinois",45,4,8.7
1400000US17031805110,"Census Tract 8051.10, Cook County, Illinois",44.2,1.5,7.1
1400000US17031805111,"Census Tract 8051.11, Cook County, Illinois",33.4,7.1,8
1400000US17031805112,"Census Tract 8051.12, Cook County, Illinois",27.5,4.2,4.5
1400000US17031805201,"Census Tract 8052.01, Cook County, Illinois",35.6,6.9,2.1
1400000US17031805202,"Census Tract 8052.02, Cook County, Illinois",49.2,2,4.6
1400000US17031805301,"Census Tract 8053.01, Cook County, Illinois",37.9,2.8,10
1400000US17031805302,"Census Tract 8053.02, Cook County, Illinois",39.5,4.1,7.1
1400000US17031805401,"Census Tract 8054.01, Cook County, Illinois",35.2,5.5,8.7
1400000US17031805402,"Census Tract 8054.02, Cook County, Illinois",28.9,2.9,6.9
1400000US17031805501,"Census Tract 8055.01, Cook County, Illinois",52.7,3.9,8.4
1400000US17031805502,"Census Tract 8055.02, Cook County, Illinois",69.6,2.1,4.4
1400000US17031805600,"Census Tract 8056, Cook County, Illinois",69.6,6.5,2.4
1400000US17031805701,"Census Tract 8057.01, Cook County, Illinois",60.9,2.8,2.6
1400000US17031805702,"Census Tract 8057.02, Cook County, Illinois",59,4.5,3
1400000US17031805801,"Census Tract 8058.01, Cook County, Illinois",49.6,3.5,4.1
1400000US17031805802,"Census Tract 8058.02, Cook County, Illinois",56.6,2.9,3.7
1400000US17031805901,"Census Tract 8059.01, Cook County, Illinois",45,2.9,5.7
1400000US17031805902,"Census Tract 8059.02, Cook County, Illinois",48.4,1.5,5.7
1400000US17031806001,"Census Tract 8060.01, Cook County, Illinois",37.8,5.7,8.4
1400000US17031806002,"Census Tract 8060.02, Cook County, Illinois",36.9,3.6,22
1400000US17031806003,"Census Tract 8060.03, Cook County, Illinois",39.2,3.9,5.5
1400000US17031806004,"Census Tract 8060.04, Cook County, Illinois",35.1,10.3,13.3
1400000US17031806102,"Census Tract 8061.02, Cook County, Illinois",40.3,6.7,9.2
1400000US17031806103,"Census Tract 8061.03, Cook County, Illinois",40.5,3.2,3.6
1400000US17031806104,"Census Tract 8061.04, Cook County, Illinois",39.4,4.1,16.6
1400000US17031806201,"Census Tract 8062.01, Cook County, Illinois",47.4,6.1,11.9
1400000US17031806202,"Census Tract 8062.02, Cook County, Illinois",45.2,3.9,10.6
1400000US17031806300,"Census Tract 8063, Cook County, Illinois",35.1,4.1,6
1400000US17031806400,"Census Tract 8064, Cook County, Illinois",29.4,5.3,18.6
1400000US17031806501,"Census Tract 8065.01, Cook County, Illinois",25.7,5.4,15.1
1400000US17031806502,"Census Tract 8065.02, Cook County, Illinois",29,4.8,5
1400000US17031806600,"Census Tract 8066, Cook County, Illinois",29.9,2.1,5.6
1400000US17031806700,"Census Tract 8067, Cook County, Illinois",73.3,6,2.1
1400000US17031806801,"Census Tract 8068.01, Cook County, Illinois",41.1,6.6,14.2
1400000US17031806802,"Census Tract 8068.02, Cook County, Illinois",54.2,4.9,4.4
1400000US17031806900,"Census Tract 8069, Cook County, Illinois",47.3,5.4,8.9
1400000US17031807000,"Census Tract 8070, Cook County, Illinois",33.8,6.9,15
1400000US17031807100,"Census Tract 8071, Cook County, Illinois",71.5,2.6,5
1400000US17031807200,"Census Tract 8072, Cook County, Illinois",49.8,5.6,5.1
1400000US17031807300,"Census Tract 8073, Cook County, Illinois",46.1,5.6,12.2
1400000US17031807400,"Census Tract 8074, Cook County, Illinois",41.3,8.2,13.2
1400000US17031807500,"Census Tract 8075, Cook County, Illinois",58.1,4.5,2.6
1400000US17031807600,"Census Tract 8076, Cook County, Illinois",42.4,5,6.6
1400000US17031807700,"Census Tract 8077, Cook County, Illinois",47.2,3.4,9.4
1400000US17031807800,"Census Tract 8078, Cook County, Illinois",47.4,3.4,5.2
1400000US17031807900,"Census Tract 8079, Cook County, Illinois",59.4,4.5,6.5
1400000US17031808001,"Census Tract 8080.01, Cook County, Illinois",54.9,4,7.7
1400000US17031808002,"Census Tract 8080.02, Cook County, Illinois",51.4,8.5,5.9
1400000US17031808100,"Census Tract 8081, Cook County, Illinois",31,2.8,9.8
1400000US17031808200,"Census Tract 8082, Cook County, Illinois",34.8,4.7,8.8
1400000US17031808301,"Census Tract 8083.01, Cook County, Illinois",46.1,3.5,8.3
1400000US17031808302,"Census Tract 8083.02, Cook County, Illinois",50.2,4.4,3.4
1400000US17031808400,"Census Tract 8084, Cook County, Illinois",43.9,5.4,2.4
1400000US17031808500,"Census Tract 8085, Cook County, Illinois",40.7,4.6,7.8
1400000US17031808600,"Census Tract 8086, Cook County, Illinois",68.4,0.9,2.6
1400000US17031808702,"Census Tract 8087.02, Cook County, Illinois",83.1,10.2,24.5
1400000US17031808800,"Census Tract 8088, Cook County, Illinois",87.1,3.1,7.2
1400000US17031808900,"Census Tract 8089, Cook County, Illinois",82.2,1.8,4.8
1400000US17031809000,"Census Tract 8090, Cook County, Illinois",80.6,3.7,1.8
1400000US17031809100,"Census Tract 8091, Cook County, Illinois",75.3,0.8,3.9
1400000US17031809200,"Census Tract 8092, Cook County, Illinois",23.4,8.2,26
1400000US17031809300,"Census Tract 8093, Cook County, Illinois",73.9,1.4,43.4
1400000US17031809400,"Census Tract 8094, Cook County, Illinois",79,3.7,27.8
1400000US17031809500,"Census Tract 8095, Cook County, Illinois",78,4.7,20.8
1400000US17031809600,"Census Tract 8096, Cook County, Illinois",47.8,10.2,9.9
1400000US17031809700,"Census Tract 8097, Cook County, Illinois",45.2,2.5,4.6
1400000US17031809800,"Census Tract 8098, Cook County, Illinois",71.2,4.2,13.9
1400000US17031809900,"Census Tract 8099, Cook County, Illinois",83.9,3,4.3
1400000US17031810000,"Census Tract 8100, Cook County, Illinois",81.3,3.3,7.3
1400000US17031810100,"Census Tract 8101, Cook County, Illinois",71.7,5.4,10.5
1400000US17031810200,"Census Tract 8102, Cook County, Illinois",40.1,2.7,8.7
1400000US17031810301,"Census Tract 8103.01, Cook County, Illinois",45.1,4.1,12.6
1400000US17031810302,"Census Tract 8103.02, Cook County, Illinois",56.5,1.1,6.1
1400000US17031810400,"Census Tract 8104, Cook County, Illinois",58.3,3,5.5
1400000US17031810501,"Census Tract 8105.01, Cook County, Illinois",29.4,2.6,7.4
1400000US17031810502,"Census Tract 8105.02, Cook County, Illinois",25.3,7,6.6
1400000US17031810600,"Census Tract 8106, Cook County, Illinois",35,6.5,13.4
1400000US17031810701,"Census Tract 8107.01, Cook County, Illinois",17.7,8.2,17.6
1400000US17031810702,"Census Tract 8107.02, Cook County, Illinois",21.8,3.9,8.6
1400000US17031810800,"Census Tract 8108, Cook County, Illinois",28.3,5.6,6.3
1400000US17031810900,"Census Tract 8109, Cook County, Illinois",23.8,6.8,5.6
1400000US17031811000,"Census Tract 8110, Cook County, Illinois",44.1,5.6,7.1
1400000US17031811100,"Census Tract 8111, Cook County, Illinois",19,6.3,11.2
1400000US17031811200,"Census Tract 8112, Cook County, Illinois",20.3,4.8,9.6
1400000US17031811301,"Census Tract 8113.01, Cook County, Illinois",15.5,7.4,10.9
1400000US17031811302,"Census Tract 8113.02, Cook County, Illinois",9.1,14.3,25.6
1400000US17031811401,"Census Tract 8114.01, Cook County, Illinois",21.5,8.4,6.2
1400000US17031811402,"Census Tract 8114.02, Cook County, Illinois",18.2,7.4,5.4
1400000US17031811500,"Census Tract 8115, Cook County, Illinois",19.1,6.6,3.7
1400000US17031811600,"Census Tract 8116, Cook County, Illinois",21.3,8.9,18.4
1400000US17031811701,"Census Tract 8117.01, Cook County, Illinois",15.7,3.6,15.3
1400000US17031811702,"Census Tract 8117.02, Cook County, Illinois",14.1,7.2,16.2
1400000US17031811800,"Census Tract 8118, Cook County, Illinois",13.9,3.4,10.5
1400000US17031811900,"Census Tract 8119, Cook County, Illinois",77.7,1.9,5.2
1400000US17031812000,"Census Tract 8120, Cook County, Illinois",76.6,2.7,2.7
1400000US17031812100,"Census Tract 8121, Cook County, Illinois",69,4.9,6.2
1400000US17031812200,"Census Tract 8122, Cook County, Illinois",80.4,5.2,3
1400000US17031812301,"Census Tract 8123.01, Cook County, Illinois",73.4,4.2,7.2
1400000US17031812302,"Census Tract 8123.02, Cook County, Illinois",66.3,5.5,7.9
1400000US17031812400,"Census Tract 8124, Cook County, Illinois",81.3,5.6,4.2
1400000US17031812500,"Census Tract 8125, Cook County, Illinois",58.7,4.3,12.3
1400000US17031812600,"Census Tract 8126, Cook County, Illinois",68,6,15.1
1400000US17031812700,"Census Tract 8127, Cook County, Illinois",65.8,4.5,13.7
1400000US17031812801,"Census Tract 8128.01, Cook County, Illinois",62.2,5.9,16.4
1400000US17031812802,"Census Tract 8128.02, Cook County, Illinois",71.6,8.4,9.6
1400000US17031812900,"Census Tract 8129, Cook County, Illinois",75.8,5.6,7.6
1400000US17031813000,"Census Tract 8130, Cook County, Illinois",69.5,4.8,4.5
1400000US17031813100,"Census Tract 8131, Cook County, Illinois",62.4,5.3,5
1400000US17031813200,"Census Tract 8132, Cook County, Illinois",70.9,3.6,5.1
1400000US17031813301,"Census Tract 8133.01, Cook County, Illinois",11.3,5.3,22.8
1400000US17031813302,"Census Tract 8133.02, Cook County, Illinois",8.1,8.3,21.4
1400000US17031813400,"Census Tract 8134, Cook County, Illinois",11.1,5.2,24.6
1400000US17031813500,"Census Tract 8135, Cook County, Illinois",10.7,3.5,11.4
1400000US17031813600,"Census Tract 8136, Cook County, Illinois",9.6,8.7,19
1400000US17031813701,"Census Tract 8137.01, Cook County, Illinois",4.4,11.2,30.1
1400000US17031813702,"Census Tract 8137.02, Cook County, Illinois",5.5,2.3,23
1400000US17031813801,"Census Tract 8138.01, Cook County, Illinois",6.6,4.1,11
1400000US17031813802,"Census Tract 8138.02, Cook County, Illinois",6.4,7.4,16.3
1400000US17031813900,"Census Tract 8139, Cook County, Illinois",7.4,8,19.8
1400000US17031814000,"Census Tract 8140, Cook County, Illinois",6.9,6.7,13
1400000US17031814100,"Census Tract 8141, Cook County, Illinois",3.7,2.5,17.6
1400000US17031814200,"Census Tract 8142, Cook County, Illinois",8.1,6.9,18.4
1400000US17031814300,"Census Tract 8143, Cook County, Illinois",8,13.7,19.3
1400000US17031814400,"Census Tract 8144, Cook County, Illinois",8.4,5.8,20.1
1400000US17031814500,"Census Tract 8145, Cook County, Illinois",13.9,4.3,3.1
1400000US17031814600,"Census Tract 8146, Cook County, Illinois",14.4,5,18.7
1400000US17031814700,"Census Tract 8147, Cook County, Illinois",28.3,7,17
1400000US17031814800,"Census Tract 8148, Cook County, Illinois",21.8,7.1,8.9
1400000US17031814900,"Census Tract 8149, Cook County, Illinois",20.1,9.1,13.9
1400000US17031815000,"Census Tract 8150, Cook County, Illinois",22.8,3.5,11.9
1400000US17031815100,"Census Tract 8151, Cook County, Illinois",18.1,3.9,11.6
1400000US17031815200,"Census Tract 8152, Cook County, Illinois",21,7.7,16.7
1400000US17031815300,"Census Tract 8153, Cook County, Illinois",25.6,5.2,7.6
1400000US17031815400,"Census Tract 8154, Cook County, Illinois",36.8,5.5,13.2
1400000US17031815500,"Census Tract 8155, Cook County, Illinois",20.2,4.1,9.6
1400000US17031815600,"Census Tract 8156, Cook County, Illinois",28.5,7.8,9.2
1400000US17031815701,"Census Tract 8157.01, Cook County, Illinois",66.8,7.2,2.7
1400000US17031815702,"Census Tract 8157.02, Cook County, Illinois",57.7,6.7,8.7
1400000US17031815800,"Census Tract 8158, Cook County, Illinois",47.7,6.3,7.6
1400000US17031815900,"Census Tract 8159, Cook County, Illinois",53.5,5.7,13.6
1400000US17031816000,"Census Tract 8160, Cook County, Illinois",58.4,4,11
1400000US17031816100,"Census Tract 8161, Cook County, Illinois",42.8,11.6,8
1400000US17031816200,"Census Tract 8162, Cook County, Illinois",25.3,8.1,14.6
1400000US17031816300,"Census Tract 8163, Cook County, Illinois",12.4,5.5,11
1400000US17031816401,"Census Tract 8164.01, Cook County, Illinois",8.8,4.5,21
1400000US17031816402,"Census Tract 8164.02, Cook County, Illinois",8.5,4,8.8
1400000US17031816500,"Census Tract 8165, Cook County, Illinois",5.5,6.2,17.1
1400000US17031816600,"Census Tract 8166, Cook County, Illinois",7.3,6,19.7
1400000US17031816700,"Census Tract 8167, Cook County, Illinois",8,8.4,19.5
1400000US17031816800,"Census Tract 8168, Cook County, Illinois",21.8,8.1,5.8
1400000US17031816900,"Census Tract 8169, Cook County, Illinois",19.4,9.3,9.6
1400000US17031817000,"Census Tract 8170, Cook County, Illinois",15.1,6.1,9
1400000US17031817101,"Census Tract 8171.01, Cook County, Illinois",22.3,10.8,11.2
1400000US17031817102,"Census Tract 8171.02, Cook County, Illinois",14.4,12.6,13.8
1400000US17031817200,"Census Tract 8172, Cook County, Illinois",16.6,17.1,14
1400000US17031817300,"Census Tract 8173, Cook County, Illinois",9.8,13.9,42.8
1400000US17031817400,"Census Tract 8174, Cook County, Illinois",16.6,8.8,19.5
1400000US17031817500,"Census Tract 8175, Cook County, Illinois",8.7,16.2,18.8
1400000US17031817600,"Census Tract 8176, Cook County, Illinois",11.2,16.3,7.2
1400000US17031817700,"Census Tract 8177, Cook County, Illinois",15.7,12.3,13.6
1400000US17031817900,"Census Tract 8179, Cook County, Illinois",16.1,14.6,8.9
1400000US17031818000,"Census Tract 8180, Cook County, Illinois",27.4,10.1,10.2
1400000US17031818100,"Census Tract 8181, Cook County, Illinois",40.2,5.3,5.9
1400000US17031818200,"Census Tract 8182, Cook County, Illinois",35.9,4.6,7.4
1400000US17031818300,"Census Tract 8183, Cook County, Illinois",12.8,8.9,5.4
1400000US17031818401,"Census Tract 8184.01, Cook County, Illinois",28.9,2.8,5.8
1400000US17031818402,"Census Tract 8184.02, Cook County, Illinois",44.2,2.6,7.7
1400000US17031818500,"Census Tract 8185, Cook County, Illinois",46.5,6.4,4.2
1400000US17031818600,"Census Tract 8186, Cook County, Illinois",48.1,6.9,6.7
1400000US17031818700,"Census Tract 8187, Cook County, Illinois",48.3,5.8,12.3
1400000US17031818800,"Census Tract 8188, Cook County, Illinois",50.7,6.3,2
1400000US17031818900,"Census Tract 8189, Cook County, Illinois",48.1,3,5
1400000US17031819000,"Census Tract 8190, Cook County, Illinois",74.2,1.5,3.9
1400000US17031819100,"Census Tract 8191, Cook County, Illinois",24.2,6.9,8.8
1400000US17031819200,"Census Tract 8192, Cook County, Illinois",17.1,3.2,14
1400000US17031819300,"Census Tract 8193, Cook County, Illinois",34.9,0.9,7.1
1400000US17031819400,"Census Tract 8194, Cook County, Illinois",37.2,2.3,11.2
1400000US17031819500,"Census Tract 8195, Cook County, Illinois",50,3.9,8
1400000US17031819600,"Census Tract 8196, Cook County, Illinois",74.9,4.6,2.5
1400000US17031819700,"Census Tract 8197, Cook County, Illinois",78,3.4,2.4
1400000US17031819801,"Census Tract 8198.01, Cook County, Illinois",80.9,4,1.3
